PFAM_ID,DUF_ID,DUF_Name,Name of the DUF,Species,SCOPe Superfamily,SCOPe Family,Pathway,Chain ID ,PDB_ID
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium smegmatis,d.3.1(INDIRECT),,,D,1w6f
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Pseudomonas aeruginosa,d.3.1(INDIRECT),,,A,1w4t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Rhizobium loti,d.3.1(INDIRECT),,,A,2bsz
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,A,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,B,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,C,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,D,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,E,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,F,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,G,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Salmonella typhimurium,d.3.1(INDIRECT),,,H,1e2t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mesorhizobium loti,d.3.1(INDIRECT),,,A,4nv7
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mesorhizobium loti,d.3.1(INDIRECT),,,B,4nv7
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mesorhizobium loti,d.3.1(INDIRECT),,,A,4nv8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mesorhizobium loti,d.3.1(INDIRECT),,,B,4nv8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,A,2vfb
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,A,2vfc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,B,2vfc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,A,4b55
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,A,4c5p
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium marinum,d.3.1(INDIRECT),,,A,3ltw
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium smegmatis,d.3.1(INDIRECT),,,B,1w5r
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,A,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,B,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,C,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,D,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,E,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,F,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,G,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mycobacterium tuberculosis,d.3.1(INDIRECT),,,H,4bgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2etl
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2len
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,4dm9
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,4dm9
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,4jkj
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,4jkj
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,1uch
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,1xd3
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,C,1xd3
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6isu
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],"Synthetic, based on Saccharomyces cerevisiae sequence",d.3.1(INDIRECT),,,A,1cmx
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],"Synthetic, based on Saccharomyces cerevisiae sequence",d.3.1(INDIRECT),,,C,1cmx
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3ifw
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3irt
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,3irt
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3kvf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3kw5
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mastadenovirus H2,d.3.1(INDIRECT),,,A,1avp
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mastadenovirus H2,d.3.1(INDIRECT),,,A,1nln
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Mastadenovirus H2,d.3.1(INDIRECT),,,A,4ekf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2bzp
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,2bzp
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2ckg
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,2ckg
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2ckh
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2g4d
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,C,2g4d
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2iy0
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2iy1
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,C,2iy1
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2iyc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,2iyc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6nnq
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,1tgz
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,1th0
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,1th0
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2io0
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2io1
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,C,2io1
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,E,2io1
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2io2
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2io3
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,C,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,E,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,G,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,I,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,K,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,M,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,O,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,Q,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,S,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,U,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,W,5aek
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,1xt9
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,2bkq
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Baker's yeast (Saccharomyces cerevisiae) ,d.3.1(INDIRECT),,,A,1euv
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Baker's yeast (Saccharomyces cerevisiae) ,d.3.1(INDIRECT),,,A,2hkp
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Baker's yeast (Saccharomyces cerevisiae) ,d.3.1(INDIRECT),,,A,2hl8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Baker's yeast (Saccharomyces cerevisiae) ,d.3.1(INDIRECT),,,A,2hl9
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,B,2bkq
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,C,2bkq
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,D,2bkq
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,A,2bkr
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,A,2xph
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,B,2xph
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,A,2xre
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,B,2xre
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens,d.3.1(INDIRECT),,,A,3zo5
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Streptoverticillium mobaraense,d.3.1(INDIRECT),,,A,1iu4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Streptoverticillium mobaraense,d.3.1(INDIRECT),,,B,1iu4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Streptoverticillium mobaraense,d.3.1(INDIRECT),,,C,1iu4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Streptoverticillium mobaraense,d.3.1(INDIRECT),,,D,1iu4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,2ayn
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,2ayn
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,C,2ayn
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,2ayo
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6iik
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,6iik
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6iil
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,6iil
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6iim
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,6iim
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6iin
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,6iin
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,B,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,C,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,D,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,E,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,F,6lvs
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,2hd5
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,2ibi
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,5xu8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,5xve
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens) ,d.3.1(INDIRECT),,,A,6dgf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Baker's yeast (Saccharomyces cerevisiae),d.3.1(INDIRECT),,,A,1vjv
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,1nb8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,1nb8
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,1nbf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,1nbf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,E,1nbf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,4m5w
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,4m5x
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,4m5x
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5kyb
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5kyb
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5kyc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5kyd
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5kye
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5kye
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5kyf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5n9r
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5n9r
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5n9t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5n9t
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5nge
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5nge
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5ngf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5ngf
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5uqv
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5uqv
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5uqx
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5uqx
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5vs6
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5vs6
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5vsb
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5vsb
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,5whc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,5whc
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6f5h
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6f5h
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6m1k
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6m1k
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6vn2
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6vn2
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6vn3
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6vn3
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6vn4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6vn4
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,6vn5
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,6vn5
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,7cm2
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,B,7cm2
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3], Human (Homo sapiens),d.3.1(INDIRECT),,,A,2gfo
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3], Human (Homo sapiens),d.3.1(INDIRECT),,,A,3n3k
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3nhe
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3v6c
,DUF1287,Domain of unknown function (DUF1287),(1) Cysteine proteinases [d.3],Human (Homo sapiens),d.3.1(INDIRECT),,,A,3v6e
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Escherichia coli,f.21.1(3-149),,,C,1kqf
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Escherichia coli,f.21.1(3-149),,,C,1kqg
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Green alga (Chlamydomonas reinhardtii),f.21.1(3-149),,,B,1q90
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,A,1vf5
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,N,1vf5
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,A,2d2c
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,N,2d2c
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,A,2E_75
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Mastigocladus laminosus,f.21.1(3-149),,,A,2E_76
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Baker's yeast (Saccharomyces cerevisiae),f.21.1(3-149),,,C,1ezv
,DUF2214,Predicted membrane protein (DUF2214),(1) Heme-binding four-helical bundle [f.21],Baker's yeast (Saccharomyces cerevisiae),f.21.1(3-149),,,C,1kb9
